City_ID,City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temp,Wind Speed
110,Altay,CN,1579306818,47.87,88.12,100,95,1.49,3.33
111,Wattegama,LK,1579306818,6.8,81.48,100,96,71.67,3.24
112,Coquimbo,CL,1579306819,-29.95,-71.34,50,77,77.0,10.29
113,Beloha,MG,1579306819,-25.17,45.05,11,98,70.03,5.17
114,Vanimo,PG,1579306819,-2.67,141.3,70,81,82.85,23.15
115,Bama,NG,1579306819,11.52,13.69,43,54,61.68,6.4
116,Abomey-Calavi,BJ,1579306819,6.45,2.36,20,94,82.4,8.05
117,Abha,SA,1579306632,18.22,42.51,17,53,51.8,0.65
118,Bonavista,CA,1579306819,48.65,-53.11,100,88,23.0,28.99
119,Kaitangata,NZ,1579306819,-46.28,169.85,67,65,64.99,4.65
120,Nanortalik,GL,1579306696,60.14,-45.24,100,81,24.62,19.73
121,Saint-Philippe,RE,1579306820,-21.36,55.77,90,78,78.8,5.82
122,Nassau,US,1579306755,40.75,-73.58,1,30,28.4,5.82
123,Lengshuijiang,CN,1579306821,27.69,111.43,89,91,36.46,2.35
124,Mogadishu,SO,1579306821,2.04,45.34,47,79,78.67,23.96
125,Port Lincoln,AU,1579306821,-34.73,135.87,95,61,63.64,10.8
126,Sao Jose da Coroa Grande,BR,1579306821,-8.9,-35.15,58,77,81.07,11.7
127,Ukiah,US,1579306821,39.15,-123.21,1,81,52.0,3.36
128,Potosi,BO,1579306822,-19.58,-65.75,42,84,51.04,5.75
129,Kitimat,CA,1579306524,54.05,-128.65,90,55,8.6,16.11
130,Port Blair,IN,1579306822,11.67,92.75,20,94,73.4,1.12
131,Ouesso,CG,1579306822,1.61,16.05,76,68,74.62,2.26
132,Kununurra,AU,1579306822,-15.77,128.73,84,79,86.0,1.12
133,Pusad,IN,1579306822,19.9,77.58,0,54,63.59,4.68
134,Surgut,RU,1579306822,61.25,73.42,20,84,-0.4,11.18
135,Vila Velha,BR,1579306706,-20.33,-40.29,75,83,81.0,5.82
136,Morro Bay,US,1579306756,35.37,-120.85,1,50,59.0,5.82
137,Zhenhaicun,CN,1579306823,24.26,118.09,90,71,55.4,11.18
138,Port-Gentil,GA,1579306824,-0.72,8.78,20,94,78.8,1.12
